Date,Open,High,Low,Close,Volume
2007-06-22 00:00:00-04:00,18.718148647394862,19.51411889473014,17.58838347748703,18.004343032836914,113095700
2007-06-25 00:00:00-04:00,18.353544330148893,18.368949587558472,16.381590084904115,16.65889549255371,35668600
2007-06-26 00:00:00-04:00,16.576729329038844,16.684571997858455,15.570212119090707,15.791029930114746,29614000
2007-06-27 00:00:00-04:00,15.611288528556463,15.791023956477263,14.959106165848064,15.364794731140137,18087600
2007-06-28 00:00:00-04:00,15.205607479218203,15.909142284209231,15.169660574077309,15.246689796447754,8660300
2007-06-29 00:00:00-04:00,15.405880133533952,15.508586392882638,14.76396846130337,15.031003952026367,7559700
2007-07-02 00:00:00-04:00,15.031003952026369,15.272362388172454,14.933433103593066,15.031003952026367,3175900
2007-07-03 00:00:00-04:00,15.149117427666914,15.34425817034041,15.108035114499883,15.262093544006348,2763700
2007-07-05 00:00:00-04:00,15.893736600798428,15.904006445220372,15.508589519804731,15.729406356811523,6950900
2007-07-06 00:00:00-04:00,15.868056364802111,16.278880423316934,15.816703235052824,16.17617416381836,7652900
2007-07-09 00:00:00-04:00,16.381583516655297,16.427801229312376,16.11968347142495,16.16590118408203,4301400
2007-07-10 00:00:00-04:00,16.063199918759352,16.094011408378748,15.323717311536676,15.369935035705566,6388700
2007-07-11 00:00:00-04:00,15.375069421197505,15.446963218671605,14.871809900440212,14.984786987304688,5982800
2007-07-12 00:00:00-04:00,15.149119059244791,15.554807802507032,15.051548187659742,15.4058837890625,5144200
2007-07-13 00:00:00-04:00,15.34425790850342,15.40588186694221,15.03614105474825,15.328852653503418,3318400
2007-07-16 00:00:00-04:00,15.328854430906857,15.395612829099989,15.061818879174922,15.246689796447754,3109000
2007-07-17 00:00:00-04:00,15.246688457089695,15.328853084330978,14.948841438470142,15.00019359588623,2666800
2007-07-18 00:00:00-04:00,14.892351088622604,14.94370421930686,14.378821740739067,14.584233283996582,5156100
2007-07-19 00:00:00-04:00,14.584231900168609,14.63558502598021,13.86529107724441,14.03475570678711,9902100
2007-07-20 00:00:00-04:00,13.865296391678699,13.92178494967092,13.161760551203898,13.326090812683105,9614600
2007-07-23 00:00:00-04:00,13.2644645842786,13.813940894735683,13.100135330251765,13.541770935058594,6372700
2007-07-24 00:00:00-04:00,13.305541313408266,13.582847547801974,13.146347537818844,13.202835083007812,5614800
2007-07-25 00:00:00-04:00,13.228516233960427,13.377439236811309,12.966616146726626,13.100133895874023,4737600
2007-07-26 00:00:00-04:00,12.930670694385684,13.326088574973307,11.949829600109117,13.19770622253418,11174800
2007-07-27 00:00:00-04:00,12.663635438923228,12.761206303132251,12.160376841600288,12.478764533996582,9253500
2007-07-30 00:00:00-04:00,12.540391732862739,12.776614857269902,12.093620590445857,12.571203231811523,5226600
2007-07-31 00:00:00-04:00,12.822825424477088,12.946072330828295,12.227131554039921,12.329837799072266,5088700
2007-08-01 00:00:00-04:00,12.499305350729873,12.581469974244122,12.11929372210658,12.483899116516113,6489200
2007-08-02 00:00:00-04:00,12.966616701988634,13.136081356340393,12.545522771749692,13.007699012756348,8273800
2007-08-03 00:00:00-04:00,13.038510888310377,13.079593200298564,12.427411619921056,12.524981498718262,5322900
2007-08-06 00:00:00-04:00,12.673907275139152,12.673907275139152,11.687930669210733,12.596878051757812,7314800
2007-08-07 00:00:00-04:00,12.581468951083092,13.341492146522421,12.32983968959897,12.786880493164062,5855100
2007-08-08 00:00:00-04:00,13.166893993187559,13.300411759700212,12.838235478374651,12.976888656616211,4775000
2007-08-09 00:00:00-04:00,12.833098463684397,13.038510009784845,12.58146919727641,12.797151565551758,4345000
2007-08-10 00:00:00-04:00,12.581472737930229,13.243926262445017,12.314437163111254,12.982026100158691,4781400
2007-08-13 00:00:00-04:00,13.998805919913329,13.998805919913329,13.172023605679357,13.202835083007812,10928800
2007-08-14 00:00:00-04:00,13.35176353285996,13.35176353285996,12.468493374837243,12.617416381835938,5373500
2007-08-15 00:00:00-04:00,12.530115534029665,12.679039510805975,12.119292459266516,12.165510177612305,4758100
2007-08-16 00:00:00-04:00,11.867666745365957,12.273354530334473,11.318190351577842,12.273354530334473,7714200
2007-08-17 00:00:00-04:00,12.689312543741776,13.033377322674411,12.273353953518049,12.365789413452148,7715300
2007-08-20 00:00:00-04:00,12.376060050601472,12.70471858808131,11.83685353563395,12.011453628540039,5682700
2007-08-21 00:00:00-04:00,12.067943696464331,12.201461488941517,11.867667497488467,12.073079109191895,2324900
2007-08-22 00:00:00-04:00,12.273352542070862,12.838235081555213,12.273352542070862,12.80742359161377,3957200
2007-08-23 00:00:00-04:00,12.956347009700586,13.177164816645371,12.766341673129237,12.976888656616211,3318700
2007-08-24 00:00:00-04:00,12.869041719673383,12.89985417747767,12.509571860603172,12.540383338928223,3022100
2007-08-27 00:00:00-04:00,12.540386844685873,12.607145229632819,12.144969007635353,12.22199821472168,3043900
2007-08-28 00:00:00-04:00,12.093617590134025,12.124430060918419,11.76495907093768,11.831718444824219,3580800
2007-08-29 00:00:00-04:00,12.006318729715815,12.037131203531532,11.744419558640441,11.800907135009766,3489700
2007-08-30 00:00:00-04:00,11.677656173706055,11.877932287431175,11.580085332374587,11.677656173706055,3920200
2007-08-31 00:00:00-04:00,11.872796210823752,11.949825399312756,11.708466034706797,11.877930641174316,3050000
2007-09-04 00:00:00-04:00,11.857394467287133,11.965235176074758,11.826582976130618,11.86766529083252,3441600
2007-09-05 00:00:00-04:00,11.811175648763218,11.811175648763218,11.271970195720197,11.287375450134277,8045500
2007-09-06 00:00:00-04:00,11.3027830209801,11.497923775983974,11.282241373358813,11.379812240600586,4475400
2007-09-07 00:00:00-04:00,11.138451552390302,11.24115683172093,10.938174445658548,11.061422348022461,5580800
2007-09-10 00:00:00-04:00,11.169264557546969,11.297646908783141,10.948446756704016,11.23602294921875,2727300
2007-09-11 00:00:00-04:00,11.4722418855083,11.811171063762274,11.400348114205691,11.754682540893555,5993300
2007-09-12 00:00:00-04:00,11.703335107986428,12.067940499743377,11.616035073702719,11.944693565368652,3485100
2007-09-13 00:00:00-04:00,12.062805105094279,12.191187451014159,11.970369659315235,12.021722793579102,2364200
2007-09-14 00:00:00-04:00,12.001181044287215,12.32470409583183,11.708468499248445,12.283621788024902,2549300
2007-09-17 00:00:00-04:00,12.170649864577367,12.504443852534168,12.093619653950569,12.144972801208496,2530200
2007-09-18 00:00:00-04:00,12.237406376815505,12.632824276192592,11.970370835978017,12.607147216796875,5219100
2007-09-19 00:00:00-04:00,12.699582507136235,13.351765115143353,12.617417877093724,13.177165031433105,9381600
2007-09-20 00:00:00-04:00,13.310684575190741,13.757455667671493,13.146355293191315,13.326090812683105,6117700
2007-09-21 00:00:00-04:00,13.59825646934585,13.608527291055681,12.843368704303671,13.002562522888184,4168300
2007-09-24 00:00:00-04:00,13.038512722901363,13.064189783681622,12.56093016666545,12.596878051757812,3019700
2007-09-25 00:00:00-04:00,12.540387733018672,12.668770080416701,12.3247053502108,12.524981498718262,3427200
2007-09-26 00:00:00-04:00,12.709851162816005,12.863909572997738,12.483897979000576,12.781744956970215,5567600
