Date,Open,High,Low,Close,Volume
1975-06-12 00:00:00-04:00,0.0,6.95340594307321,6.841254234313965,6.841254234313965,680800
1975-06-13 00:00:00-04:00,0.0,7.037520991645844,6.9253692626953125,6.9253692626953125,434400
1975-06-16 00:00:00-04:00,0.0,6.95340594307321,6.841254234313965,6.841254234313965,195800
1975-06-17 00:00:00-04:00,0.0,6.813215810384711,6.701064109802246,6.701064109802246,278800
1975-06-18 00:00:00-04:00,0.0,7.00948199605554,6.897330284118652,6.897330284118652,178200
1975-06-19 00:00:00-04:00,0.0,7.121635555267334,7.009483814239502,7.009483814239502,190400
1975-06-20 00:00:00-04:00,0.0,7.149672612725976,7.037520885467529,7.037520885467529,304800
1975-06-23 00:00:00-04:00,0.0,7.093595590936132,6.981443881988525,6.981443881988525,119400
1975-06-24 00:00:00-04:00,0.0,6.95340594307321,6.841254234313965,6.841254234313965,240000
1975-06-25 00:00:00-04:00,0.0,6.897334252507234,6.785182476043701,6.785182476043701,158400
1975-06-26 00:00:00-04:00,0.0,6.841254806518555,6.729103088378906,6.729103088378906,121200
1975-06-27 00:00:00-04:00,0.0,6.813215810384711,6.701064109802246,6.701064109802246,88000
1975-06-30 00:00:00-04:00,0.0,6.95340594307321,6.841254234313965,6.841254234313965,123200
1975-07-01 00:00:00-04:00,0.0,6.869294287258164,6.757142543792725,6.757142543792725,87200
1975-07-02 00:00:00-04:00,0.0,6.813215810384711,6.701064109802246,6.701064109802246,139400
1975-07-03 00:00:00-04:00,0.0,7.093595590936132,6.981443881988525,6.981443881988525,158600
1975-07-07 00:00:00-04:00,0.0,6.925366462503441,6.8132147789001465,6.8132147789001465,112400
1975-07-08 00:00:00-04:00,0.0,6.897334252507234,6.785182476043701,6.785182476043701,144000
1975-07-09 00:00:00-04:00,0.0,7.065554172761979,6.953402519226074,6.953402519226074,223000
1975-07-10 00:00:00-04:00,0.0,7.037520991645844,6.9253692626953125,6.9253692626953125,227600
1975-07-11 00:00:00-04:00,0.0,7.289864681661129,7.177712917327881,7.177712917327881,293400
1975-07-14 00:00:00-04:00,0.0,7.65435321446245,7.542201519012451,7.542201519012451,371800
1975-07-15 00:00:00-04:00,0.0,7.626317607822703,7.514165878295898,7.514165878295898,281600
1975-07-16 00:00:00-04:00,0.0,7.598275709687994,7.486124038696289,7.486124038696289,364600
1975-07-17 00:00:00-04:00,0.0,7.7104307188759,7.598278999328613,7.598278999328613,222000
1975-07-18 00:00:00-04:00,0.0,8.074924092897227,7.962772369384766,7.962772369384766,351000
