download_date,start_date,tickers_count,tickers
2025-04-23,1950-01-01,30,"['AAPL', 'MSFT', 'AMZN', 'NVDA', 'GOOGL', 'META', 'GOOG', 'TSLA', 'UNH', 'XOM', 'JPM', 'V', 'PG', 'MA', 'HD', 'CVX', 'MRK', 'LLY', 'ABBV', 'AVGO', 'PEP', 'KO', 'COST', 'TMO', 'MCD', 'ACN', 'ABT', 'WMT', 'BAC', 'CRM']"
